mother,offspring,father,prob,LayYear,MumLayYear,DadLayYear
1532,1720,911,1,2001,1999,2001
1511,1721,1499,1,2001,1999,2001
1401,1722,1185,0.999,2001,1997,2001
1550,1723,1040,0.999,2002,1999,2002
444,1724,1165,1,2001,1992,2001
1506,1725,1359,0.992,2001,1999,2001
666,1727,1171,1,2001,1993,2001
639,1728,1610,1,2001,1994,2001
604,1729,1221,1,2001,1993,2001
1612,1730,1199,0.888,2002,2000,2002
1701,1731,1566,1,2002,2001,2002
840,1733,1187,1,2002,1994,2002
1735,1734,1381,1,2002,2001,2002
1190,1735,917,0.906,2001,1996,2001
1218,1736,1542,1,2002,1996,2002
1598,1737,,0.717,2002,2000,2002
862,1738,1579,1,2002,1994,2002
932,1739,1557,0.999,2002,1994,2002
930,1740,1485,1,2001,1994,2001
1559,1741,1031,1,2002,1999,2002
1510,1742,1542,0.999,2002,1999,2002
1415,1743,1666,1,2002,1998,2002
1369,1745,1504,1,2002,1997,2002
949,1746,1540,1,2002,1995,2002
826,1747,1590,1,2002,1994,2002
932,1748,921,0.999,2002,1994,2002
1674,1749,1029,1,2002,2001,2002
1362,1750,1187,0.996,2002,1998,2002
845,1751,1276,1,2001,1994,2001
1200,1752,1553,1,2002,1996,2002
1244,1753,1188,1,2002,1997,2002
1355,1754,1234,1,2001,1997,2001
1247,1755,1020,1,2002,1996,2002
1244,1756,1178,0.985,2001,1997,2001
1757,1758,1523,1,2002,2001,2002
522,1759,1360,1,2001,1993,2001
1380,1760,602,1,2001,1997,2001
1186,1761,921,0.999,2003,1996,2003
927,1762,501,1,2002,1994,2002
1152,1763,1349,0.999,2002,1997,2002
1222,1764,1684,1,2003,1997,2003
628,1765,1358,1,2002,1993,2002
1415,1766,1666,0.995,2003,1998,2003
930,1767,1485,1,2002,1994,2002
1361,1768,1590,0.999,2003,1998,2003
1024,1769,1412,1,2003,1995,2003
1024,1770,1412,0.993,2003,1995,2003
925,1771,1020,1,2001,1994,2001
1186,1773,1184,1,2002,1996,2002
1501,1774,507,0.998,2002,1998,2002
458,1775,499,1,2002,1992,2002
1510,1776,1542,0.999,2002,1999,2002
1017,1777,1018,1,2003,1992,2003
951,1778,1196,1,2002,1995,2002
1387,1779,1670,1,2002,1998,2002
1491,1780,1356,1,2002,1999,2002
1193,1782,1553,0.44,2002,1996,2002
1305,1783,1595,1,2003,1998,2003
1380,1784,1395,0.989,2002,1997,2002
1155,1785,453,1,2002,1996,2002
1538,1786,1539,1,2002,1999,2002
503,1787,1184,0.931,2002,1993,2002
1401,1788,1551,0.995,2002,1997,2002
1403,1790,1533,1,2002,1997,2002
1172,1791,544,1,2002,1996,2002
1275,1793,1610,1,2002,1998,2002
1382,1794,1677,1,2002,1997,2002
1437,1796,1196,1,2002,1998,2002
1195,1797,,0.775,2002,1996,2002
1588,1798,1581,1,2003,2000,2003
869,1799,1188,0.996,2002,1995,2002
1193,1800,1495,1,2002,1996,2002
845,1801,1276,1,2002,1994,2002
524,1802,1578,0.625,2002,1993,2002
1580,1803,1040,0.975,2002,2000,2002
1532,1804,911,1,2003,1999,2003
1193,1805,1590,0.997,2003,1996,2003
1597,1806,1587,1,2003,2000,2003
1271,1807,1593,1,2002,1996,2002
1403,1808,849,1,2003,1997,2003
1355,1819,1802,0.941,2003,1997,2003
1700,1820,1221,1,2003,2001,2003
1172,1821,1171,1,2002,1996,2002
938,1822,1381,1,2002,1994,2002
1172,1823,1171,1,2002,1996,2002
1419,1824,1287,0.997,2003,1999,2003
1506,1825,1500,1,2003,1999,2003
1536,1826,1787,1,2003,1999,2003
1563,1827,1572,1,2002,1999,2002
1508,1828,1754,1,2003,1999,2003
1190,1829,1489,1,2003,1996,2003
1271,1830,1395,1,2003,1996,2003
1757,1831,1523,1,2003,2001,2003
1559,1833,1031,1,2003,1999,2003
1490,1843,1287,0.985,2003,1999,2003
1415,1844,1040,0.999,2003,1998,2003
1685,1845,1608,0.649,2003,2002,2003
1244,1846,1213,0.998,2003,1997,2003
1763,1847,1287,1,2003,2002,2003
1059,1848,1666,0.994,2003,1996,2003
601,1849,506,0.999,2003,1993,2003
601,1850,506,1,2003,1993,2003
1195,1851,1045,1,2002,1996,2002
1247,1852,1287,0.527,2003,1996,2003
1771,1853,1187,1,2003,2001,2003
1771,1854,1187,1,2003,2001,2003
442,1855,1543,1,2003,1992,2003
1753,1856,1349,1,2003,2002,2003
1753,1857,1349,1,2003,2002,2003
825,1858,1611,1,2003,1994,2003
1503,1864,1209,1,2003,1999,2003
458,1865,1268,0.956,2003,1992,2003
1409,1866,1209,0.999,2003,1998,2003
1674,1867,1029,1,2003,2001,2003
1384,1868,1553,0.999,2003,1998,2003
832,1869,1604,1,2003,1994,2003
1892,1870,1754,0.928,2003,2001,2003
1401,1871,1524,1,2003,1997,2003
1612,1872,1199,0.442,2003,2000,2003
1550,1873,1724,1,2003,1999,2003
1669,1874,1213,1,2003,2001,2003
1893,1877,1524,0.998,2003,2001,2003
862,1878,1524,0.891,2001,1994,2001
1501,1879,1606,1,2003,1998,2003
1155,1881,453,1,2003,1996,2003
639,1882,1610,1,2003,1994,2003
1275,1883,1587,1,2003,1998,2003
1580,1884,1512,0.962,2003,2000,2003
1024,1885,1412,1,2003,1995,2003
1517,1886,544,0.948,2002,1998,2002
1429,1887,1759,1,2003,1999,2003
2987,1888,1676,0.863,2003,2003,2003
1170,1889,1609,0.997,2003,1997,2003
1735,1890,1381,1,2003,2001,2003
1541,1891,509,1,2002,1999,2002
832,1892,1534,1,2001,1994,2001
1403,1893,849,0.964,2001,1997,2001
503,1894,1214,1,2002,1993,2002
912,1895,1348,1,2003,1994,2003
1305,1896,1595,1,2003,1998,2003
927,1897,501,0.998,2003,1994,2003
919,2959,510,1,2002,1994,2002
1369,2960,1744,0.999,2003,1997,2003
1763,2962,1287,1,2004,2002,2004
1672,2963,1533,1,2003,2001,2003
1559,2964,1435,0.998,2003,1999,2003
1559,2965,1031,1,2004,1999,2004
1605,2966,497,0.979,2004,2000,2004
1800,2967,1572,0.999,2004,2002,2004
459,2968,176,1,2003,1992,2003
1781,2969,1395,1,2004,2002,2004
1437,2970,634,1,2003,1998,2003
1612,2971,1199,1,2004,2000,2004
1042,2972,176,0.999,2003,1996,2003
1024,2974,1412,1,2004,1995,2004
1532,2975,911,0.964,2004,1999,2004
1380,2976,,0.724,2003,1997,2003
1717,2977,1196,0.999,2004,2001,2004
1892,2978,1356,1,2003,2001,2003
1674,2979,1543,1,2004,2001,2004
1758,2980,1695,0.846,2004,2002,2004
1888,2981,1695,0.909,2003,2003,2003
1491,2982,1604,0.997,2003,1999,2003
1672,2983,1533,1,2003,2001,2003
1589,2984,929,1,2003,2000,2003
1765,2985,921,1,2003,2002,2003
869,2986,453,0.984,2004,1995,2004
308,2987,1368,0.98,2003,1990,2003
930,2988,1485,1,2004,1994,2004
1042,2990,453,0.999,2004,1996,2004
832,2991,1435,1,2003,1994,2003
1735,3000,1381,1,2004,2001,2004
1725,3001,1610,0.968,2004,2001,2004
1782,3002,1495,0.997,2003,2002,2003
1247,3003,1795,0.987,2004,1996,2004
1193,3004,1590,1,2004,1996,2004
1437,3005,1579,0.962,2004,1998,2004
1170,3006,1871,1,2004,1997,2004
1605,3008,2966,0.816,2004,2000,2004
1705,3009,1750,1,2004,2002,2004
1740,3010,1729,1,2004,2001,2004
1401,3011,1788,1,2004,1997,2004
1247,3012,1287,1,2004,1996,2004
595,3013,1499,1,2004,1993,2004
503,3014,1214,1,2004,1993,2004
1510,3015,1723,0.999,2004,1999,2004
1589,3016,1029,0.999,2004,2000,2004
1415,3017,1018,0.954,2004,1998,2004
1854,3018,1029,1,2004,2003,2004
1042,3019,453,0.907,2004,1996,2004
1772,3020,1729,1,2004,2003,2004
1558,3021,1699,1,2004,1999,2004
1760,3022,2972,1,2004,2001,2004
1605,3023,1485,0.999,2004,2000,2004
1791,3024,1509,1,2004,2002,2004
1763,3085,1287,1,2004,2002,2004
1536,3086,1787,0.764,2004,1999,2004
1753,3087,1775,1,2004,2002,2004
1429,3088,1886,1,2004,1999,2004
1617,3089,1610,0.999,2004,2000,2004
1362,3090,1509,1,2004,1998,2004
1665,3091,1623,1,2004,2002,2004
1892,3092,1356,0.999,2004,2001,2004
1852,3093,1358,1,2004,2003,2004
1891,3094,1523,1,2004,2002,2004
3022,3095,1492,1,2004,2004,2004
1764,3444,1711,1,2004,2003,2004
1605,3445,497,1,2005,2000,2005
1501,3447,1773,1,2005,1998,2005
2984,3448,501,1,2005,2003,2005
1614,3449,1767,1,2005,2001,2005
1506,3450,1720,1,2005,1999,2005
2987,3451,1739,0.994,2005,2003,2005
1361,3452,1553,1,2005,1998,2005
1563,3453,510,1,2004,1999,2004
2978,3454,1196,0.999,2004,2003,2004
1697,3455,1796,1,2005,2002,2005
1580,3456,1512,0.998,2004,2000,2004
1717,3457,1797,0.996,2005,2001,2005
1275,3459,1610,1,2005,1998,2005
1725,3460,1587,0.999,2005,2001,2005
1403,3461,1533,1,2005,1997,2005
1403,3462,1533,1,2005,1997,2005
1778,3463,1607,0.999,2004,2002,2004
1778,3464,1607,1,2004,2002,2004
1705,3486,1187,1,2005,2002,2005
1043,3487,1412,1,2004,1995,2004
1024,3488,1412,1,2005,1995,2005
1503,3489,1606,1,2005,1999,2005
1501,3490,1773,1,2005,1998,2005
1605,3491,497,1,2005,2000,2005
1532,3492,911,0.921,2005,1999,2005
1705,3497,1750,1,2005,2002,2005
2985,3498,1752,1,2005,2003,2005
1716,3499,2976,1,2005,2002,2005
2987,3500,1739,1,2005,2003,2005
1437,3501,1623,1,2005,1998,2005
1895,3502,1754,1,2005,2003,2005
1536,3503,1787,1,2005,1999,2005
930,3504,1485,1,2005,1994,2005
1580,3505,1040,0.998,2005,2000,2005
1559,3506,1165,1,2005,1999,2005
1760,3507,2972,1,2004,2001,2004
1597,3508,1794,0.998,2004,2000,2004
3508,3509,1171,1,2005,2004,2005
1415,3510,1566,0.998,2005,1998,2005
1195,3511,1579,1,2005,1996,2005
1042,3512,1590,1,2005,1996,2005
1042,3513,453,0.827,2005,1996,2005
1821,3514,1504,0.993,2005,2002,2005
1369,3515,1744,0.999,2005,1997,2005
1790,3516,1731,1,2005,2002,2005
1828,3517,1848,1,2005,2003,2005
1388,3520,1611,1,2005,1998,2005
1415,3521,1040,0.997,2005,1998,2005
1685,3564,1608,0.989,2005,2002,2005
1782,3565,1881,1,2005,2002,2005
1491,3566,1356,1,2005,1999,2005
1757,3567,1523,1,2004,2001,2004
1782,3568,1881,0.999,2005,2002,2005
1763,3569,1287,0.56,2005,2002,2005
1779,3570,1796,1,2005,2002,2005
2975,3571,1611,1,2005,2004,2005
1506,3572,1720,1,2005,1999,2005
2975,3573,1611,1,2005,2004,2005
3090,3574,1381,1,2005,2004,2005
1824,3575,1795,1,2005,2003,2005
1864,3576,1848,0.999,2005,2003,2005
3022,3577,1489,0.953,2005,2004,2005
1685,3578,1608,1,2005,2002,2005
1536,3579,1512,0.999,2005,1999,2005
1854,3580,1029,1,2005,2003,2005
1200,3581,1553,1,2005,1996,2005
2963,3590,1796,0.992,2005,2003,2005
1532,3591,911,0.984,2005,1999,2005
2963,3592,1533,1,2005,2003,2005
1893,3593,1871,0.963,2005,2001,2005
1740,3594,1187,1,2005,2001,2005
1893,3595,1871,0.98,2005,2001,2005
1401,3596,1877,1,2005,1997,2005
1170,3597,1579,0.999,2005,1997,2005
1438,3598,1708,1,2005,1999,2005
1697,3599,1196,0.941,2005,2002,2005
1760,3600,1829,1,2005,2001,2005
1772,3601,1729,0.974,2005,2003,2005
1193,3602,1590,1,2005,1996,2005
1559,3603,2960,1,2005,1999,2005
1725,3604,1587,1,2005,2001,2005
1195,3605,1871,0.995,2005,1996,2005
3003,3606,1710,1,2005,2004,2005
2984,3607,2960,1,2005,2003,2005
1705,3608,1750,1,2005,2002,2005
3508,3611,1171,1,2005,2004,2005
3009,3612,1742,1,2005,2004,2005
3508,3613,1171,1,2005,2004,2005
1757,3614,1831,1,2005,2001,2005
1857,3615,1606,1,2005,2003,2005
1763,3616,1287,0.998,2005,2002,2005
1827,3617,1783,1,2005,2002,2005
1369,3618,1744,1,2004,1997,2004
1429,3619,1886,1,2005,1999,2005
919,3641,1616,1,2005,1994,2005
1891,3642,510,1,2005,2002,2005
1665,3643,1623,1,2005,2002,2005
1580,3644,1766,1,2005,2000,2005
1576,3645,1512,1,2005,2000,2005
1790,3646,2964,1,2005,2002,2005
2989,3647,1731,1,2005,2004,2005
1851,3648,1199,1,2005,2002,2005
1821,3649,1504,1,2005,2002,2005
1781,3650,1512,0.982,2005,2002,2005
1678,3651,1412,0.992,2005,2002,2005
1024,3652,1616,1,2005,1995,2005
1891,3653,1523,0.988,2005,2002,2005
1791,3688,1509,1,2005,2002,2005
1605,3689,911,0.999,2005,2000,2005
1589,3690,929,0.989,2005,2000,2005
1043,3691,1412,1,2005,1995,2005
1672,3692,1533,1,2005,2001,2005
1437,3695,1623,1,2005,1998,2005
1753,3697,1606,1,2005,2002,2005
3003,3698,1566,1,2004,2004,2004
2968,3699,1769,1,2005,2003,2005
1678,3700,1412,1,2005,2002,2005
1043,3701,1682,1,2005,1995,2005
1716,3702,1877,1,2005,2002,2005
1218,3745,544,0.979,1997,1996,1997
840,3754,495,0.999,1997,1994,1997
925,3758,922,0.984,1997,1994,1997
1235,3761,1039,1,1997,1996,1997
500,3766,494,1,1997,1991,1997
827,3785,176,0.905,1997,1994,1997
1173,3793,1041,1,1997,1996,1997
853,3794,634,0.891,1997,1994,1997
530,3810,637,0.997,1997,1993,1997
675,3829,846,1,1997,1993,1997
1182,3831,846,0.993,1997,1996,1997
912,3840,922,0.544,1998,1994,1998
639,3844,1028,0.68,1998,1994,1998
1043,3849,1276,1,1998,1995,1998
925,3863,837,1,1998,1994,1998
925,3866,837,1,1998,1994,1998
169,3871,890,0.779,1998,1988,1998
524,3877,1199,0.439,1998,1993,1998
524,3931,629,0.98,1998,1993,1998
1190,3944,1191,0.856,1998,1996,1998
774,3946,1198,0.999,1998,1994,1998
1418,3964,922,0.644,1999,1999,1999
840,3976,597,1,1999,1994,1999
924,3986,220,1,1999,1994,1999
1246,3987,609,1,1999,1996,1999
1218,3994,1199,0.533,1999,1996,1999
447,4017,176,0.999,1999,1992,1999
522,4042,1360,1,1999,1993,1999
833,4057,497,1,1999,1994,1999
938,4086,1028,0.999,1999,1994,1999
869,4194,1495,1,2003,1995,2003
454,4255,44,0.572,1995,1992,1995
878,4256,,0.592,1995,1994,1995
641,4257,,0.645,1996,1993,1996
825,4258,602,0.506,1996,1994,1996
64,4260,637,0.996,1996,1987,1996
1043,4262,1306,0.998,1998,1995,1998
912,4266,1750,1,2004,1994,2004
1155,4802,1808,1,2005,1996,2005
1042,4803,453,0.845,2005,1996,2005
3487,4804,1543,1,2006,2004,2006
3487,4805,1543,1,2006,2004,2006
912,4829,1750,1,2006,1994,2006
1740,4854,1187,1,2006,2001,2006
1605,4855,497,1,2006,2000,2006
1821,4860,1504,1,2006,2002,2006
2989,4861,1710,1,2006,2004,2006
1717,4862,1797,0.998,2005,2001,2005
1429,4863,1886,1,2006,1999,2006
3002,4866,1581,1,2005,2003,2005
1798,4867,2974,0.938,2006,2003,2006
1559,4868,1711,1,2006,1999,2006
1536,4870,1199,0.999,2006,1999,2006
1805,4871,1774,1,2006,2003,2006
3698,4872,1489,1,2006,2004,2006
1510,4873,1165,1,2005,1999,2005
1763,4874,2980,1,2006,2002,2006
1857,4875,1606,1,2006,2003,2006
1415,4876,1040,0.998,2006,1998,2006
1503,4877,1606,1,2006,1999,2006
3003,4879,1710,1,2006,2004,2006
1042,4880,453,0.994,2006,1996,2006
1707,4881,1604,0.999,2005,2001,2005
3086,4882,1702,1,2006,2004,2006
1697,4883,1722,1,2006,2002,2006
1697,4884,1722,1,2006,2002,2006
1772,4885,1729,1,2006,2003,2006
2963,4886,1709,0.998,2006,2003,2006
1790,4887,1731,0.674,2006,2002,2006
1895,4888,1754,1,2006,2003,2006
1740,4889,1187,1,2006,2001,2006
1510,4890,2966,1,2006,1999,2006
1852,4891,3093,1,2006,2003,2006
3505,4892,1774,0.999,2006,2005,2006
845,4893,1276,1,2006,1994,2006
1244,4894,2990,0.993,2006,1997,2006
1419,4895,1795,1,2006,1999,2006
1779,4896,1796,1,2006,2002,2006
1824,4897,1729,1,2006,2003,2006
869,4898,453,0.996,2006,1995,2006
1782,4899,453,0.996,2006,2002,2006
1538,4900,1808,0.999,2006,1999,2006
1024,4901,1616,1,2006,1995,2006
1506,4902,1767,1,2006,1999,2006
1506,4903,1499,1,2006,1999,2006
1854,4904,1029,0.992,2006,2003,2006
1821,4905,1504,0.998,2006,2002,2006
1193,4906,1881,0.555,2006,1996,2006
3507,4907,1587,1,2006,2004,2006
1170,4908,1524,1,2006,1997,2006
3517,4910,1593,1,2006,2005,2006
3517,4911,1593,1,2006,2005,2006
2963,4912,1196,1,2006,2003,2006
2978,4913,1722,1,2006,2003,2006
1580,4914,1542,1,2006,2000,2006
2963,4915,1196,0.996,2006,2003,2006
1580,4916,1542,0.999,2006,2000,2006
1826,4917,1499,0.997,2006,2003,2006
1043,4919,1682,1,2006,1995,2006
3453,4933,1699,1,2006,2004,2006
3453,4934,1699,1,2006,2004,2006
1672,4935,1797,0.999,2006,2001,2006
1827,4936,1783,1,2006,2002,2006
1827,4937,1744,0.999,2006,2002,2006
1791,4938,1509,1,2006,2002,2006
1532,4939,911,0.966,2006,1999,2006
1501,4940,3489,0.995,2006,1998,2006
1415,4941,1040,0.987,2006,1998,2006
1753,4942,1775,1,2006,2002,2006
3490,4943,3087,1,2006,2005,2006
1872,4944,1777,0.93,2006,2003,2006
1803,4945,1802,0.998,2006,2002,2006
1437,4948,1797,1,2006,1998,2006
1491,4949,1356,1,2006,1999,2006
1491,4950,1604,1,2006,1999,2006
3567,4951,1604,1,2006,2004,2006
1437,4952,1722,1,2006,1998,2006
1789,4953,1610,0.995,2006,2002,2006
1672,4954,1533,1,2006,2001,2006
1598,4955,3000,0.998,2006,2000,2006
1685,4956,1608,1,2006,2002,2006
2982,4957,1610,1,2006,2003,2006
1172,4958,1171,1,2006,1996,2006
1893,4959,1788,1,2006,2001,2006
2968,4960,1769,0.998,2006,2003,2006
1361,4961,1698,1,2006,1998,2006
1760,4962,1829,0.992,2006,2001,2006
2968,4963,1769,1,2006,2003,2006
2959,4964,1831,1,2006,2002,2006
3094,4965,1739,0.999,2006,2004,2006
1559,4966,1702,1,2006,1999,2006
1501,4967,3489,1,2006,1998,2006
1503,4968,1611,1,2006,1999,2006
3500,4969,2988,1,2006,2005,2006
3487,4970,1543,0.983,2006,2004,2006
1669,4971,1897,1,2006,2001,2006
1155,4972,1808,1,2006,1996,2006
2968,4973,1553,0.918,2006,2003,2006
2968,4974,1769,1,2006,2003,2006
1757,4999,1523,1,2007,2001,2007
3002,5000,1581,1,2006,2003,2006
1803,5008,1566,1,2007,2002,2007
1778,5009,1485,1,2006,2002,2006
1532,5071,1804,0.872,2007,1999,2007
2985,5072,1752,1,2007,2003,2007
3446,5073,4873,1,2006,2005,2006
1765,5074,3464,1,2007,2002,2007
1305,5075,453,1,2006,1998,2006
1800,5076,1769,1,2007,2002,2007
3505,5077,1742,0.995,2007,2005,2007
1614,5078,1767,1,2006,2001,2006
1716,5079,1579,1,2005,2002,2005
2963,5080,1796,0.936,2007,2003,2007
1753,5099,1775,1,2006,2002,2006
563,5116,1587,1,2006,1994,2006
3002,5117,1581,1,2007,2003,2007
1717,5118,1797,0.996,2006,2001,2006
1580,5119,1512,1,2007,2000,2007
3569,5120,3456,1,2007,2005,2007
3698,5121,1489,0.995,2007,2004,2007
1043,5122,1412,0.995,2007,1995,2007
1042,5123,1577,0.998,2007,1996,2007
2985,5125,1752,1,2007,2003,2007
2985,5126,1752,1,2007,2003,2007
1826,5127,1499,1,2007,2003,2007
1789,5128,1801,0.982,2007,2002,2007
1789,5129,1869,0.998,2007,2002,2007
3090,5130,3458,1,2007,2004,2007
1193,5131,2990,1,2007,1996,2007
3698,5132,3457,1,2006,2004,2006
3085,5134,1729,0.992,2007,2004,2007
2963,5135,1533,1,2007,2003,2007
2963,5136,1533,0.998,2007,2003,2007
1776,5137,2991,1,2007,2002,2007
1532,5138,911,1,2007,1999,2007
3446,5139,1787,1,2007,2005,2007
1854,5140,1029,1,2007,2003,2007
3487,5141,1543,0.826,2007,2004,2007
3449,5142,2962,1,2007,2005,2007
3608,5144,1553,1,2007,2005,2007
1716,5145,1774,0.981,2007,2002,2007
3567,5146,1604,0.998,2007,2004,2007
3497,5147,1611,1,2007,2005,2007
1172,5148,1171,1,2007,1996,2007
1757,5149,3617,1,2007,2001,2007
1491,5150,1604,0.999,2007,1999,2007
1438,5151,1708,0.999,2007,1999,2007
1438,5152,1708,1,2007,1999,2007
4907,5153,1171,0.627,2007,2006,2007
3507,5154,4953,0.999,2007,2004,2007
1361,5155,1698,1,2007,1998,2007
1401,5156,1788,0.999,2007,1997,2007
1170,5157,1877,0.995,2007,1997,2007
1763,5159,1702,1,2007,2002,2007
1790,5160,1731,1,2007,2002,2007
1872,5161,1777,0.996,2007,2003,2007
1536,5163,1787,0.995,2007,1999,2007
1401,5164,1877,0.999,2007,1997,2007
1589,5165,1762,0.889,2007,2000,2007
930,5166,3519,1,2007,1994,2007
1605,5167,497,1,2007,2000,2007
3500,5168,2988,0.918,2007,2005,2007
