"BloodID","TL","BTN","Whodunnit","Objective","PlateID"
"762",3992.296927,"534","EB",NA,NA
"762",3992.296927,"534","EB",NA,NA
"4273",4002.670974,"3255","EB",NA,NA
"467",4002.826131,"1480","EB",NA,NA
"79",4007.392271,"1078","EB",NA,NA
"8",4014.14467,"1007","EB",NA,NA
"2402",4015.945462,"9","EB",NA,NA
"3852",4016.662086,"2692","EB",NA,NA
"792",4020.438907,"569","EB",NA,NA
"87",4037.636385,"1086","EB",NA,NA
"726",4042.960749,"478","EB",NA,NA
"3920",4046.670827,"2797","EB",NA,NA
"4268",4053.422369,"3256","EB",NA,NA
"578",4055.567697,"1598","EB",NA,NA
"3513",4058.128809,"2482","EB",NA,NA
"3358",4060.870276,"2370","EB",NA,NA
"3303",4061.656572,"2312","EB",NA,NA
"276",4067.134885,"1280","EB",NA,NA
"276",4067.134885,"1280","EB",NA,NA
"3908",4069.31434,"2790","EB",NA,NA
"730",4070.003443,"482","EB",NA,NA
"3349",4072.536266,"2358","EB",NA,NA
"591",4074.538759,"1611","EB",NA,NA
"2915",4076.42604,"1875","EB",NA,NA
"4272",4079.080457,"3248","EB",NA,NA
"3347",4082.966846,"2356","EB",NA,NA
"4083",4086.276455,"3176","EB",NA,NA
"4160",4097.603459,"3053","EB",NA,NA
"173",4101.760535,"1173","EB",NA,NA
"776",4102.498274,"549","EB",NA,NA
"4301",4108.754999,"3274","EB",NA,NA
"272",4109.131806,"1276","EB",NA,NA
"2673",4112.407683,"320","EB",NA,NA
"3310",4118.771966,"2319","EB",NA,NA
"3821",4122.581854,"2648","EB",NA,NA
"4215",4130.80812,"3099","EB",NA,NA
"378",4131.381776,"1389","EB",NA,NA
"2803",4138.312784,"1761","EB",NA,NA
"2803",4138.312784,"1761","EB",NA,NA
"2803",4138.312784,"1761","EB",NA,NA
"2803",4138.312784,"1761","EB",NA,NA
"4234",4139.803353,"3109","EB",NA,NA
"1077",4143.363523,"927","EB",NA,NA
"1149",4155.748519,"999","EB",NA,NA
"931",4156.294205,"722","EB",NA,NA
"3357",4159.254071,"2366","EB",NA,NA
"4096",4161.32051,"3189","EB",NA,NA
"3834",4162.643734,"2672","EB",NA,NA
"57",4164.549622,"1056","EB",NA,NA
"260",4171.6073,"1264","EB",NA,NA
"3869",4174.814959,"2729","EB",NA,NA
"4120",4176.114151,"3225","EB",NA,NA
"406",4177.518222,"1417","EB",NA,NA
"3299",4186.715817,"2308","EB",NA,NA
"1859",4188.479739,"7","EB",NA,NA
"4107",4191.930127,"3214","EB",NA,NA
"3825",4194.358557,"2659","EB",NA,NA
"3825",4194.358557,"2659","EB",NA,NA
"4236",4196.341436,"3108","EB",NA,NA
"4105",4198.282657,"3212","EB",NA,NA
"891",4199.208544,"682","EB",NA,NA
"3567",4201.688674,"2780","EB",NA,NA
"3858",4202.266679,"2711","EB",NA,NA
"734",4206.898294,"502","EB",NA,NA
"3199",4208.328697,"2208","EB",NA,NA
"4304",4218.510324,"3276","EB",NA,NA
"4121",4222.929371,"3226","EB",NA,NA
"4188",4230.302335,"3072","EB",NA,NA
"4077",4233.259534,"3170","EB",NA,NA
"3929",4234.825876,"2808","EB",NA,NA
"3748",4241.40615,"2604","EB",NA,NA
"4244",4250.050369,"3117","EB",NA,NA
"4278",4253.759075,"3252","EB",NA,NA
"2933",4257.586508,"1893","EB",NA,NA
"658",4258.473684,"1678","EB",NA,NA
"2543",4262.090896,"59","EB",NA,NA
"3694",4267.920942,"2389","EB",NA,NA
"2197",4269.798101,"149","EB",NA,NA
"2197",4269.798101,"149","EB",NA,NA
"2220",4275.149223,"17","EB",NA,NA
"2220",4275.149223,"17","EB",NA,NA
"835",4279.459508,"617","EB",NA,NA
"772",4282.536197,"545","EB",NA,NA
"669",4286.255399,"1689","EB",NA,NA
"139",4297.44378,"1138","EB",NA,NA
"2442",4305.555252,"134","EB",NA,NA
"3833",4309.419998,"2668","EB",NA,NA
"3833",4309.419998,"2668","EB",NA,NA
"845",4309.946828,"628","EB",NA,NA
"3885",4317.168254,"2760","EB",NA,NA
"737",4319.14085,"505","EB",NA,NA
"737",4319.14085,"505","EB",NA,NA
"2909",4322.057161,"1869","EB",NA,NA
"4294",4322.682528,"3268","EB",NA,NA
"4294",4322.682528,"3268","EB",NA,NA
"284",4323.28391,"1288","EB",NA,NA
"2665",4323.325619,"312","EB",NA,NA
"2665",4323.325619,"312","EB",NA,NA
"482",4326.500371,"1496","EB",NA,NA
"2671",4327.588587,"318","EB",NA,NA
"3747",4332.333653,"2597","EB",NA,NA
"4097",4338.570625,"3190","EB",NA,NA
"3193",4342.839043,"2202","EB",NA,NA
"2424",4347.274934,"118","EB",NA,NA
"4293",4348.414764,"3270","EB",NA,NA
"2244",4348.792784,"191","EB",NA,NA
"2244",4348.792784,"191","EB",NA,NA
"3771",4350.684955,"2463","EB",NA,NA
"2404",4351.190456,"10","EB",NA,NA
"3520",4354.741925,"2660","EB",NA,NA
"136",4355.06107,"1135","EB",NA,NA
"136",4355.06107,"1135","EB",NA,NA
"729",4357.406854,"481","EB",NA,NA
"3150",4360.660727,"2159","EB",NA,NA
"3787",4362.786659,"2473","EB",NA,NA
"720",4363.329033,"472","EB",NA,NA
"2771",4364.419609,"418","EB",NA,NA
"1146",4364.734375,"996","EB",NA,NA
"1066",4370.462765,"917","EB",NA,NA
"3824",4374.814219,"2655","EB",NA,NA
"3824",4374.814219,"2655","EB",NA,NA
"1087",4375.170228,"937","EB",NA,NA
"4208",4381.996353,"3097","EB",NA,NA
"992",4382.103077,"843","EB",NA,NA
"992",4382.103077,"843","EB",NA,NA
"897",4385.455345,"688","EB",NA,NA
"3951",4386.923483,"3002","EB",NA,NA
"888",4390.693853,"679","EB",NA,NA
"1836",4395.595338,"4","EB",NA,NA
"63",4397.871551,"1062","EB",NA,NA
"63",4397.871551,"1062","EB",NA,NA
"63",4397.871551,"1062","EB",NA,NA
"4126",4399.025858,"3231","EB",NA,NA
"2752",4399.479332,"399","EB",NA,NA
"2752",4399.479332,"399","EB",NA,NA
"3635",4410.271543,"3084","EB",NA,NA
"1088",4420.598587,"938","EB",NA,NA
"3910",4427.732112,"2787","EB",NA,NA
"1080",4428.101419,"930","EB",NA,NA
"81",4429.970106,"1080","EB",NA,NA
"926",4433.694296,"717","EB",NA,NA
"4285",4434.837609,"3264","EB",NA,NA
"704",4436.664008,"456","EB",NA,NA
"774",4439.601054,"547","EB",NA,NA
"774",4439.601054,"547","EB",NA,NA
"2515",4439.633179,"33","EB",NA,NA
"3185",4444.211551,"2194","EB",NA,NA
"2224",4449.926386,"173","EB",NA,NA
"98",4450.172378,"1097","EB",NA,NA
"244",4455.823195,"1248","EB",NA,NA
"244",4455.823195,"1248","EB",NA,NA
"3884",4460.207446,"2750","EB",NA,NA
"3129",4460.972474,"2138","EB",NA,NA
"95",4461.816601,"1094","EB",NA,NA
"751",4466.360681,"522","EB",NA,NA
"751",4466.360681,"522","EB",NA,NA
"820",4468.500373,"598","EB",NA,NA
"820",4468.500373,"598","EB",NA,NA
"3843",4471.259911,"2676","EB",NA,NA
"1128",4474.220817,"978","EB",NA,NA
"916",4480.382196,"707","EB",NA,NA
"143",4481.35467,"1142","EB",NA,NA
"1043",4485.0614,"894","EB",NA,NA
"838",4486.186402,"620","EB",NA,NA
"474",4496.384558,"1487","EB",NA,NA
"2547",4497.025717,"62","EB",NA,NA
"2547",4497.025717,"62","EB",NA,NA
"2910",4502.864991,"1870","EB",NA,NA
"1027",4503.359285,"878","EB",NA,NA
"3879",4505.460527,"2743","EB",NA,NA
"69",4510.6671,"1068","EB",NA,NA
"3210",4511.53142,"2219","EB",NA,NA
"3958",4511.680422,"3013","EB",NA,NA
"2708",4512.660243,"355","EB",NA,NA
"2708",4512.660243,"355","EB",NA,NA
"2465",4517.775508,"155","EB",NA,NA
"609",4518.511921,"1629","EB",NA,NA
"4279",4520.295028,"3258","EB",NA,NA
"915",4520.43923,"706","EB",NA,NA
"920",4523.408629,"711","EB",NA,NA
"3829",4523.78118,"2663","EB",NA,NA
"3116",4524.732579,"2125","EB",NA,NA
"2602",4526.847011,"222","EB",NA,NA
"2602",4526.847011,"222","EB",NA,NA
"2602",4526.847011,"222","EB",NA,NA
"2602",4526.847011,"222","EB",NA,NA
"65",4542.172974,"1064","EB",NA,NA
"2285",4542.548694,"28","EB",NA,NA
"2285",4542.548694,"28","EB",NA,NA
"382",4554.01567,"1393","EB",NA,NA
"379",4561.743003,"1390","EB",NA,NA
"1030",4563.628801,"881","EB",NA,NA
"4299",4590.415996,"3281","EB",NA,NA
"3657",4592.558551,"3113","EB",NA,NA
"3103",4595.3806,"2112","EB",NA,NA
"4259",4596.936869,"3132","EB",NA,NA
"3819",4597.064343,"2494","EB",NA,NA
"3819",4597.064343,"2494","EB",NA,NA
"2813",4600.237196,"1771","EB",NA,NA
"855",4606.849736,"638","EB",NA,NA
"2712",4611.020578,"359","EB",NA,NA
"2712",4611.020578,"359","EB",NA,NA
"589",4614.411927,"1609","EB",NA,NA
"868",4620.541294,"651","EB",NA,NA
"2701",4620.764719,"348","EB",NA,NA
"2701",4620.764719,"348","EB",NA,NA
"3900",4621.407677,"2778","EB",NA,NA
"4076",4622.071788,"3169","EB",NA,NA
"1047",4624.662529,"898","EB",NA,NA
"2895",4625.097521,"1855","EB",NA,NA
"2659",4635.611984,"306","EB",NA,NA
"785",4644.713851,"561","EB",NA,NA
"785",4644.713851,"561","EB",NA,NA
"566",4645.869182,"1586","EB",NA,NA
"121",4655.11388,"1120","EB",NA,NA
"2421",4655.230841,"115","EB",NA,NA
"192",4664.370492,"1193","EB",NA,NA
"4115",4670.276795,"3220","EB",NA,NA
"3356",4671.175865,"2365","EB",NA,NA
"373",4671.689028,"1384","EB",NA,NA
"64",4677.002479,"1063","EB",NA,NA
"887",4678.710503,"678","EB",NA,NA
"2928",4679.006023,"1888","EB",NA,NA
"905",4683.493246,"696","EB",NA,NA
"3868",4683.954028,"2733","EB",NA,NA
"4109",4685.639578,"3216","EB",NA,NA
"3334",4687.484753,"2343","EB",NA,NA
"393",4688.276912,"1404","EB",NA,NA
"393",4688.276912,"1404","EB",NA,NA
"719",4688.776601,"471","EB",NA,NA
"1127",4689.791176,"977","EB",NA,NA
"2594",4689.809025,"213","EB",NA,NA
"3779",4691.403909,"2477","EB",NA,NA
"2656",4691.698477,"303","EB",NA,NA
"2656",4691.698477,"303","EB",NA,NA
"702",4695.034816,"454","EB",NA,NA
"1057",4696.737263,"908","EB",NA,NA
"3894",4702.694296,"2764","EB",NA,NA
"807",4703.494377,"585","EB",NA,NA
"3957",4705.612519,"3011","EB",NA,NA
"394",4710.871185,"1405","EB",NA,NA
"394",4710.871185,"1405","EB",NA,NA
"633",4712.54931,"1653","EB",NA,NA
"3215",4712.71535,"2224","EB",NA,NA
"3215",4712.71535,"2224","EB",NA,NA
"2597",4715.465096,"216","EB",NA,NA
"852",4716.159749,"635","EB",NA,NA
"767",4717.619604,"540","EB",NA,NA
"767",4717.619604,"540","EB",NA,NA
"428",4720.387015,"1439","EB",NA,NA
"4275",4746.921424,"3250","EB",NA,NA
"3313",4747.616471,"2322","EB",NA,NA
"2741",4750.448136,"388","EB",NA,NA
"2741",4750.448136,"388","EB",NA,NA
"4047",4755.332563,"2958","EB",NA,NA
"4047",4755.332563,"2958","EB",NA,NA
"61",4768.188202,"1060","EB",NA,NA
"3967",4769.34332,"3012","EB",NA,NA
"3691",4770.588739,"2391","EB",NA,NA
"3662",4773.174023,"3112","EB",NA,NA
"2604",4775.345123,"224","EB",NA,NA
"2746",4781.609328,"393","EB",NA,NA
"3847",4796.196067,"2685","EB",NA,NA
"4214",4797.103739,"3102","EB",NA,NA
"4050",4799.175853,"3143","EB",NA,NA
"833",4805.775068,"614","EB",NA,NA
"4175",4806.611307,"3069","EB",NA,NA
"2514",4820.042102,"32","EB",NA,NA
"753",4829.13382,"524","EB",NA,NA
"753",4829.13382,"524","EB",NA,NA
"3928",4832.179797,"2806","EB",NA,NA
"2736",4844.947805,"383","EB",NA,NA
"2736",4844.947805,"383","EB",NA,NA
"172",4845.069952,"1172","EB",NA,NA
"3232",4863.073661,"2241","EB",NA,NA
"3974",4863.458486,"3033","EB",NA,NA
"3095",4864.670484,"2104","EB",NA,NA
"158",4873.605797,"1157","EB",NA,NA
"921",4877.09704,"712","EB",NA,NA
"3774",4877.243015,"2464","EB",NA,NA
"256",4879.07881,"1260","EB",NA,NA
"3863",4888.456196,"2726","EB",NA,NA
"277",4893.096428,"1281","EB",NA,NA
"496",4894.327088,"1512","EB",NA,NA
"3814",4900.467454,"2498","EB",NA,NA
"3814",4900.467454,"2498","EB",NA,NA
"2768",4932.08924,"415","EB",NA,NA
"2892",4934.340934,"1852","EB",NA,NA
"4075",4947.232654,"3168","EB",NA,NA
"873",4952.382652,"664","EB",NA,NA
"2900",4955.442044,"1860","EB",NA,NA
"3151",4955.641592,"2160","EB",NA,NA
"996",4955.89396,"847","EB",NA,NA
"2802",4957.575229,"1760","EB",NA,NA
"322",4968.475452,"1326","EB",NA,NA
"322",4968.475452,"1326","EB",NA,NA
"754",4970.934784,"525","EB",NA,NA
"754",4970.934784,"525","EB",NA,NA
"2577",4972.124227,"9","EB",NA,NA
"3157",4981.613915,"2166","EB",NA,NA
"784",4982.720574,"560","EB",NA,NA
"2709",4982.75857,"356","EB",NA,NA
"2709",4982.75857,"356","EB",NA,NA
"3816",4983.096787,"2503","EB",NA,NA
"3983",4983.553427,"3026","EB",NA,NA
"3890",4987.213223,"2753","EB",NA,NA
"775",4992.893987,"548","EB",NA,NA
"124",4993.43478,"1123","EB",NA,NA
"357",4996.920858,"1368","EB",NA,NA
"3918",4999.03045,"2793","EB",NA,NA
"862",5004.263352,"645","EB",NA,NA
"1089",5005.491781,"939","EB",NA,NA
"2344",5005.817982,"23","EB",NA,NA
"3815",5013.540868,"2501","EB",NA,NA
"878",5019.359287,"669","EB",NA,NA
"4014",5019.513463,"3142","EB",NA,NA
"2938",5021.969175,"1898","EB",NA,NA
"380",5022.474333,"1391","EB",NA,NA
"145",5023.98414,"1144","EB",NA,NA
"486",5026.066552,"1500","EB",NA,NA
"1076",5026.457725,"926","EB",NA,NA
"1076",5026.457725,"926","EB",NA,NA
"299",5029.118081,"1303","EB",NA,NA
"90",5031.315751,"1089","EB",NA,NA
"90",5031.315751,"1089","EB",NA,NA
"866",5033.977712,"649","EB",NA,NA
"1039",5041.496171,"890","EB",NA,NA
"375",5042.340808,"1386","EB",NA,NA
"375",5042.340808,"1386","EB",NA,NA
"639",5043.779744,"1659","EB",NA,NA
"839",5045.110657,"621","EB",NA,NA
"732",5045.932068,"484","EB",NA,NA
"4229",5049.609492,"3106","EB",NA,NA
"4055",5050.557369,"3146","EB",NA,NA
"217",5052.289946,"1220","EB",NA,NA
"217",5052.289946,"1220","EB",NA,NA
"217",5052.289946,"1220","EB",NA,NA
"2772",5056.215452,"419","EB",NA,NA
"3832",5056.994124,"2667","EB",NA,NA
"2700",5058.794705,"347","EB",NA,NA
"2845",5063.767898,"1804","EB",NA,NA
"3099",5067.844462,"2108","EB",NA,NA
"110",5070.18319,"1109","EB",NA,NA
"3754",5077.636192,"2434","EB",NA,NA
"4134",5080.533369,"3239","EB",NA,NA
"3864",5082.738059,"2731","EB",NA,NA
"3126",5084.750716,"2135","EB",NA,NA
"3126",5084.750716,"2135","EB",NA,NA
"2419",5089.926616,"113","EB",NA,NA
"752",5092.281852,"523","EB",NA,NA
"752",5092.281852,"523","EB",NA,NA
"631",5100.431831,"1651","EB",NA,NA
"1003",5105.117925,"854","EB",NA,NA
"1821",5107.429184,"26","EB",NA,NA
"160",5107.577873,"1159","EB",NA,NA
"2412",5122.612161,"107","EB",NA,NA
"4108",5127.406422,"3215","EB",NA,NA
"895",5137.591074,"686","EB",NA,NA
"270",5137.950821,"1274","EB",NA,NA
"2511",5140.825078,"3","EB",NA,NA
"698",5141.143927,"450","EB",NA,NA
"2697",5142.976813,"344","EB",NA,NA
"2697",5142.976813,"344","EB",NA,NA
"858",5148.228635,"641","EB",NA,NA
"534",5149.12553,"1550","EB",NA,NA
"4315",5156.373219,"3286","EB",NA,NA
"3092",5158.757509,"2101","EB",NA,NA
"3092",5158.757509,"2101","EB",NA,NA
"3152",5164.390843,"2161","EB",NA,NA
"3563",5172.011638,"2765","EB",NA,NA
"3563",5172.011638,"2765","EB",NA,NA
"540",5172.742612,"1556","EB",NA,NA
"611",5187.382001,"1631","EB",NA,NA
"850",5193.572124,"633","EB",NA,NA
"3188",5196.734574,"2197","EB",NA,NA
"3134",5200.876535,"2143","EB",NA,NA
"581",5202.954854,"1601","EB",NA,NA
"766",5207.280168,"539","EB",NA,NA
"125",5209.683867,"1124","EB",NA,NA
"125",5209.683867,"1124","EB",NA,NA
"3770",5216.823764,"2458","EB",NA,NA
"3770",5216.823764,"2458","EB",NA,NA
"216",5217.219409,"1219","EB",NA,NA
"1021",5219.27059,"872","EB",NA,NA
"927",5221.106257,"718","EB",NA,NA
"3378",5221.543431,"2367","EB",NA,NA
"3138",5228.425291,"2147","EB",NA,NA
"481",5229.385237,"1495","EB",NA,NA
"2852",5235.403915,"1811","EB",NA,NA
"436",5236.670328,"1447","EB",NA,NA
"436",5236.670328,"1447","EB",NA,NA
"2664",5238.793964,"311","EB",NA,NA
"3896",5244.216998,"2756","EB",NA,NA
"2931",5254.385522,"1891","EB",NA,NA
"2443",5261.49184,"135","EB",NA,NA
"2539",5261.49184,"55","EB",NA,NA
"3110",5264.168249,"2119","EB",NA,NA
"58",5266.724854,"1057","EB",NA,NA
"141",5270.060766,"1140","EB",NA,NA
"96",5272.004147,"1095","EB",NA,NA
"4289",5298.344103,"3244","EB",NA,NA
"4303",5303.916501,"3277","EB",NA,NA
"2411",5304.83781,"106","EB",NA,NA
"2411",5304.83781,"106","EB",NA,NA
"2537",5305.791274,"53","EB",NA,NA
"3887",5306.177783,"2757","EB",NA,NA
"2913",5311.588687,"1873","EB",NA,NA
"2622",5311.881493,"242","EB",NA,NA
"4283",5314.016659,"3259","EB",NA,NA
"4283",5314.016659,"3259","EB",NA,NA
"619",5314.615857,"1639","EB",NA,NA
"109",5315.767929,"1108","EB",NA,NA
"3853",5318.034396,"2690","EB",NA,NA
"2692",5326.269242,"339","EB",NA,NA
"433",5327.466889,"1444","EB",NA,NA
"189",5330.770924,"1190","EB",NA,NA
"3386",5335.346607,"2382","EB",NA,NA
"1117",5344.223394,"967","EB",NA,NA
"1004",5349.830925,"855","EB",NA,NA
"679",5354.12959,"1699","EB",NA,NA
"1017",5354.614863,"868","EB",NA,NA
"254",5366.001619,"1258","EB",NA,NA
"261",5370.717742,"1265","EB",NA,NA
"2695",5374.405923,"342","EB",NA,NA
"4248",5375.107027,"3119","EB",NA,NA
"3790",5375.82695,"2478","EB",NA,NA
"1079",5376.048335,"929","EB",NA,NA
"2764",5380.398244,"411","EB",NA,NA
"2764",5380.398244,"411","EB",NA,NA
"672",5383.221267,"1692","EB",NA,NA
"707",5386.571022,"459","EB",NA,NA
"102",5386.913452,"1101","EB",NA,NA
"3339",5389.597238,"2348","EB",NA,NA
"2660",5390.535099,"307","EB",NA,NA
"4284",5396.866974,"3266","EB",NA,NA
"740",5397.887695,"509","EB",NA,NA
"740",5397.887695,"509","EB",NA,NA
"2403",5399.239015,"1","EB",NA,NA
"1002",5399.711588,"853","EB",NA,NA
"1091",5407.558955,"941","EB",NA,NA
"117",5410.470711,"1116","EB",NA,NA
"111",5425.344885,"1110","EB",NA,NA
"3811",5426.90325,"2496","EB",NA,NA
"2657",5429.841576,"304","EB",NA,NA
"252",5430.469587,"1256","EB",NA,NA
"925",5445.298675,"716","EB",NA,NA
"1061",5445.811574,"912","EB",NA,NA
"3296",5448.875212,"2305","EB",NA,NA
"1108",5453.145733,"958","EB",NA,NA
"3838",5463.029709,"2675","EB",NA,NA
"3822",5463.362024,"2657","EB",NA,NA
"600",5479.729023,"1620","EB",NA,NA
"3633",5483.880378,"3082","EB",NA,NA
"861",5495.289044,"644","EB",NA,NA
"745",5500.587308,"514","EB",NA,NA
"2901",5500.674938,"1861","EB",NA,NA
"2559",5502.137178,"73","EB",NA,NA
"2331",5511.947765,"11","EB",NA,NA
"595",5515.34621,"1615","EB",NA,NA
"292",5521.84429,"1296","EB",NA,NA
"3163",5548.544729,"2172","EB",NA,NA
"3145",5556.091667,"2154","EB",NA,NA
"993",5559.98471,"844","EB",NA,NA
"3809",5560.824978,"2479","EB",NA,NA
"3809",5560.824978,"2479","EB",NA,NA
"2581",5566.825008,"93","EB",NA,NA
"1139",5570.8422,"989","EB",NA,NA
"2295",5571.647007,"37","EB",NA,NA
"2295",5571.647007,"37","EB",NA,NA
"3750",5572.052244,"2599","EB",NA,NA
"641",5596.393682,"1661","EB",NA,NA
"597",5626.31962,"1617","EB",NA,NA
"2553",5627.138305,"68","EB",NA,NA
"860",5627.404167,"643","EB",NA,NA
"898",5627.952112,"689","EB",NA,NA
"56",5652.338559,"1055","EB",NA,NA
"3230",5654.366828,"2239","EB",NA,NA
"115",5667.995791,"1114","EB",NA,NA
"115",5667.995791,"1114","EB",NA,NA
"115",5667.995791,"1114","EB",NA,NA
"2491",5673.98091,"19","EB",NA,NA
"3093",5675.34856,"2102","EB",NA,NA
"178",5680.19772,"1178","EB",NA,NA
"401",5682.238058,"1412","EB",NA,NA
"401",5682.238058,"1412","EB",NA,NA
"401",5682.238058,"1412","EB",NA,NA
"480",5691.524094,"1494","EB",NA,NA
"480",5691.524094,"1494","EB",NA,NA
"3121",5713.98978,"2130","EB",NA,NA
"2415",5716.853173,"11","EB",NA,NA
"3133",5717.038586,"2142","EB",NA,NA
"3133",5717.038586,"2142","EB",NA,NA
"1121",5727.945175,"971","EB",NA,NA
"903",5733.768345,"694","EB",NA,NA
"3666",5736.431158,"3124","EB",NA,NA
"3836",5743.9819,"2673","EB",NA,NA
"4305",5757.437764,"3278","EB",NA,NA
"2704",5762.495377,"351","EB",NA,NA
"2704",5762.495377,"351","EB",NA,NA
"3651",5763.331961,"3100","EB",NA,NA
"446",5768.907663,"1457","EB",NA,NA
"376",5771.699366,"1387","EB",NA,NA
"2239",5776.396121,"187","EB",NA,NA
"2239",5776.396121,"187","EB",NA,NA
"3211",5779.802495,"2220","EB",NA,NA
"3211",5779.802495,"2220","EB",NA,NA
"351",5783.079889,"1362","EB",NA,NA
"238",5785.925719,"1242","EB",NA,NA
"3101",5791.132559,"2110","EB",NA,NA
"3101",5791.132559,"2110","EB",NA,NA
"2766",5797.173684,"413","EB",NA,NA
"2766",5797.173684,"413","EB",NA,NA
"3140",5798.675844,"2149","EB",NA,NA
"844",5815.908999,"627","EB",NA,NA
"191",5827.024769,"1192","EB",NA,NA
