BirdID,LayYear,SexEstimate,MinOfAgeclass,MinOfOccasionID,MinOfOccasionDate
5933,2012,1,SA,4612,17/08/2013
5934,2012,1,SA,4612,17/08/2013
5935,2012,0,SA,4613,17/08/2013
5936,2012,1,SA,4610,19/08/2013
5937,2012,1,SA,4613,17/08/2013
5939,2012,0,SA,4634,22/08/2013
5940,2012,1,SA,4635,26/08/2013
5941,2012,1,SA,4636,26/08/2013
5942,2012,1,SA,4639,23/08/2013
5944,2012,0,SA,4639,23/08/2013
5947,2013,1,FL,4638,24/08/2013
5948,2013,0,FL,4642,30/08/2013
5949,2012,0,SA,4643,30/08/2013
5951,2012,0,SA,4646,27/08/2013
5952,2013,1,FL,4647,29/08/2013
5954,2012,0,SA,4645,28/08/2013
5955,2013,1,FL,4642,30/08/2013
5956,2012,0,SA,4648,29/08/2013
5957,2012,0,SA,4642,30/08/2013
5958,2012,1,SA,4649,28/08/2013
5959,2012,0,SA,4648,29/08/2013
5961,2012,0,SA,4652,03/09/2013
5962,2012,1,SA,4653,02/09/2013
5963,2012,1,SA,4654,02/09/2013
5965,2013,1,SA,4656,05/09/2013
5966,2012,1,SA,4657,09/09/2013
5967,2012,0,SA,4658,06/09/2013
5973,2012,1,SA,4667,23/09/2013
5974,2012,0,SA,4668,17/09/2013
6010,2012,1,SA,4706,30/06/2013
6013,2012,0,SA,4728,11/07/2013
6015,2012,0,SA,4742,18/07/2013
6020,2012,0,SA,4752,23/07/2013
6021,2012,0,SA,4753,24/07/2013
6023,2012,0,SA,4755,25/07/2013
6031,2012,1,SA,4777,11/08/2013
6032,2012,1,SA,4783,12/08/2013
6034,2012,0,SA,4785,10/08/2013
6035,2013,0,FL,4792,13/08/2013
6036,2013,0,SA,4818,24/08/2013
6037,2013,0,FL,4818,24/08/2013
6038,2013,1,FL,4833,30/08/2013
6041,2013,0,FL,4831,29/08/2013
6042,2013,1,FL,4845,05/09/2013
6043,2013,1,FL,4848,08/09/2013
6044,2013,0,OFL,4857,12/09/2013
6049,2013,1,FL,4866,19/09/2013
6050,2013,1,OFL,4870,24/09/2013
6052,2013,1,FL,4882,28/09/2013
6063,2013,0,FL,5275,07/02/2014
6064,2014,0,FL,5281,10/02/2014
6065,2013,0,OFL,5288,14/02/2014
6067,2013,0,SA,5296,18/02/2014
6069,2013,1,SA,5307,25/02/2014
6070,2013,0,CH,4884,10/09/2013
6075,2012,0,SA,7461,28/03/2013
6076,2012,1,SA,7463,29/03/2013
6077,2012,1,OFL,7463,29/03/2013
6078,2012,1,SA,7465,30/03/2013
6079,2012,1,SA,7468,01/04/2013
6080,2012,1,SA,7469,02/04/2013
6081,2012,0,SA,7470,02/04/2013
6082,2012,1,SA,7471,03/04/2013
6083,2012,1,SA,7476,06/04/2013
6084,2012,0,SA,7478,08/04/2013
6085,2012,0,SA,7484,11/04/2013
6086,2012,1,SA,7534,06/06/2013
6087,2012,0,SA,7533,05/06/2013
6088,2012,0,J,7543,06/01/2013
6097,2012,0,SA,7546,17/01/2013
6121,1997,,CH,5073,17/08/1997
6136,2014,1,OFL,9260,20/06/2014
6137,2014,1,OFL,9265,22/06/2014
6139,2014,0,OFL,9263,23/06/2014
6140,2014,1,OFL,9263,23/06/2014
6141,2014,0,OFL,9267,21/06/2014
6142,2014,1,OFL,9267,21/06/2014
6143,2014,0,OFL,9267,21/06/2014
6144,2014,1,OFL,9267,21/06/2014
6145,2014,0,OFL,9268,21/06/2014
6146,2014,1,OFL,9271,24/06/2014
6147,2014,0,OFL,9274,25/06/2014
6148,2014,0,OFL,9274,25/06/2014
6149,2014,1,OFL,9276,26/06/2014
6150,2014,0,OFL,9277,26/06/2014
6151,2014,1,OFL,9278,27/06/2014
6152,2014,1,OFL,9278,27/06/2014
6153,2014,1,OFL,9280,27/06/2014
6154,2014,0,OFL,9280,27/06/2014
6155,2014,1,OFL,9283,28/06/2014
6156,2014,1,OFL,9283,28/06/2014
6157,2013,1,SA,9285,30/06/2014
6158,2014,1,OFL,9285,30/06/2014
6159,2014,0,OFL,9285,30/06/2014
6160,2014,0,OFL,9287,01/07/2014
6161,2014,0,OFL,9290,02/07/2014
6162,2014,0,OFL,9291,03/07/2014
6163,2013,1,SA,9292,03/07/2014
6164,2014,1,OFL,9300,05/07/2014
6165,2014,0,OFL,9298,05/07/2014
6166,2014,1,OFL,9300,05/07/2014
6167,2014,1,OFL,9295,04/07/2014
6168,2014,0,OFL,9295,04/07/2014
6169,2014,0,OFL,9305,09/07/2014
6170,2014,1,OFL,9306,09/07/2014
6171,2014,1,OFL,9309,10/07/2014
6172,2014,1,OFL,9309,10/07/2014
6173,2014,0,OFL,9312,11/07/2014
6174,2014,0,OFL,9313,11/07/2014
6175,2014,1,OFL,9311,11/07/2014
6176,2013,1,OFL,9318,13/07/2014
6177,2014,0,OFL,9331,19/07/2014
6178,2014,1,OFL,9331,19/07/2014
6179,2013,1,SA,9328,18/07/2014
6180,2014,0,OFL,9332,18/07/2014
6182,2014,0,OFL,9332,18/07/2014
6183,2014,1,OFL,9341,23/07/2014
6184,2014,1,OFL,9340,23/07/2014
6185,2014,0,OFL,9340,23/07/2014
6186,2014,0,OFL,9340,23/07/2014
6187,2014,0,OFL,9343,24/07/2014
6188,2014,0,OFL,9360,31/07/2014
6189,2013,1,SA,9364,04/08/2014
6190,2014,0,OFL,9364,04/08/2014
6191,2014,0,CH,9373,05/08/2014
6192,2014,1,CH,9364,04/08/2014
6193,2014,1,FL,9385,08/08/2014
6194,2014,0,OFL,9388,09/08/2014
6195,2014,0,FL,9404,21/08/2014
6197,2014,0,FL,9404,21/08/2014
6198,2014,0,CH,9406,19/08/2014
6199,2014,0,CH,9407,19/08/2014
6200,2014,1,FL,9408,21/08/2014
6201,2014,0,OFL,9410,22/08/2014
6202,2014,1,CH,9410,22/08/2014
6203,2014,1,FL,9421,30/08/2014
6204,2014,0,FL,9422,30/08/2014
6205,2014,1,CH,9423,25/08/2014
6206,2014,0,CH,9428,01/09/2014
6207,2014,0,CH,9428,01/09/2014
6208,2014,0,FL,9437,09/09/2014
6209,2014,1,OFL,9438,08/09/2014
6210,2014,1,OFL,9439,08/09/2014
6211,2014,0,OFL,9438,08/09/2014
6213,2014,1,OFL,9442,17/09/2014
6214,2014,0,OFL,9441,17/09/2014
6215,2014,0,OFL,9445,19/09/2014
6216,2014,1,FL,9448,18/09/2014
6217,2014,0,OFL,9451,11/09/2014
6218,2014,1,OFL,9457,23/09/2014
6219,2014,1,OFL,9455,22/09/2014
6220,2014,1,OFL,9459,23/09/2014
6221,2014,1,FL,9460,13/09/2014
6222,2013,1,SA,9461,24/09/2014
6223,2014,1,OFL,9459,23/09/2014
6224,2014,1,OFL,9454,24/09/2014
6225,2014,1,CH,9421,30/08/2014
6227,2014,0,OFL,9467,29/09/2014
6228,2013,0,SA,9468,29/09/2014
6229,2014,0,SA,10893,22/02/2015
6230,2014,1,SA,10863,02/02/2015
6231,2014,1,SA,10865,04/02/2015
6233,2014,0,SA,10886,18/02/2015
6239,2014,0,SA,10877,10/02/2015
6240,2014,1,OFL,10863,02/02/2015
6245,2014,1,OFL,10860,28/01/2015
6249,2014,1,OFL,10864,05/02/2015
6261,2014,1,SA,10859,29/01/2015
6267,2014,1,SA,10861,30/01/2015
6268,2014,0,SA,10862,31/01/2015
6272,2014,0,SA,10862,31/01/2015
6273,2014,0,SA,10868,07/02/2015
6274,2014,0,SA,10907,26/02/2015
6276,2014,0,OFL,10907,26/02/2015
6279,2014,0,SA,10893,22/02/2015
6281,2014,1,SA,10862,31/01/2015
6282,2014,1,SA,10878,11/02/2015
6283,2014,0,OFL,10859,29/01/2015
6284,2014,0,SA,10862,31/01/2015
6294,2014,1,FL,10862,31/01/2015
6297,2014,0,OFL,10907,26/02/2015
6300,2014,0,OFL,10906,28/02/2015
6306,2014,1,FL,10860,28/01/2015
6307,2014,1,FL,10886,18/02/2015
6309,2014,1,OFL,10859,29/01/2015
6310,2014,0,OFL,10859,29/01/2015
6311,2014,0,OFL,10864,05/02/2015
6312,2014,1,SA,10865,04/02/2015
6313,2014,1,OFL,10876,09/02/2015
6314,2014,1,SA,10879,12/02/2015
6315,2014,0,SA,10900,27/02/2015
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
